china,1
china,2
china,3
china,4
china,5
china,6
china,7
china,8
china,9
usa,10
china,11
china,12
china,13
china,14
china,15
china,16
china,17
usa,18
china,19
china,20
china,21
china,22
china,23
china,24
china,25
china,26
china,27
china,28
china,29
china,30
china,31
china,32
china,33
china,34
china,35
china,36
china,37
china,38
china,39
china,40
china,41
china,42
china,43
china,44
china,45
china,46
china,47
china,48
china,49
china,50
china,51
china,52
china,53
china,54
china,55
china,56
china,57
china,58
china,59
china,60
china,61
china,62
china,63
china,64
china,65
china,66
china,67
china,68
china,69
china,70
china,71
china,72
china,73
china,74
china,75
china,76
china,77
china,78
china,79
usa,80
china,81
china,82
china,83
china,84
china,85
china,86
china,87
china,88
china,89
france,90
china,91
china,92
china,93
china,94
china,95
china,96
china,97
china,98
china,99
china,100
china,101
china,102
china,103
china,104
china,105
china,106
china,107
china,108
china,109
china,110
china,111
china,112
china,113
china,114
china,115
china,116
china,117
china,118
china,119
china,120
china,121
china,122
china,123
china,124
china,125
china,126
china,127
china,128
china,129
china,130
china,131
uk,132
uk,133
uk,134
uk,135
uk,136
uk,137
uk,138
uk,139
uk,140
china,141
china,142
china,143
china,144
china,145
china,146
china,147
china,148
china,149
china,150
china,151
china,152
china,153
china,154
china,155
china,156
china,157
china,158
china,159
china,160
china,161
china,162
china,163
china,164
china,165
china,166
china,167
china,168
china,169
china,170
china,171
china,172
china,173
china,174
china,175
china,176
china,177
china,178
china,179
china,180
china,181
china,182
china,183
china,184
china,185
china,186
china,187
china,188
china,189
china,190
china,191
china,192
china,193
china,194
china,195
china,196
china,197
china,198
china,199
china,200
canada,201
canada,202
canada,203
canada,204
canada,205
canada,206
canada,207
canada,208
canada,209
canada,210
canada,211
canada,212
canada,213
canada,214
canada,215
canada,216
canada,217
china,218
china,219
china,220
china,221
china,222
china,223
china,224
china,225
china,226
china,227
china,228
china,229
china,230
china,231
china,232
china,233
uk,234
france,235
france,236
france,237
france,238
france,239
france,240
france,241
france,242
france,243
france,244
france,245
france,246
france,247
france,248
france,249
france,250
france,251
france,252
france,253
france,254
france,255
france,256
france,257
france,258
france,259
france,260
france,261
france,262
france,263
france,264
france,265
france,266
france,267
china,268
china,269
china,270
china,271
china,272
china,273
china,274
china,275
china,276
china,277
china,278
china,279
china,280
china,281
china,282
china,283
china,284
china,285
china,286
china,287
china,288
china,289
china,290
china,291
china,292
china,293
china,294
china,295
china,296
china,297
china,298
china,299
china,300
china,301
china,302
china,303
china,304
china,305
china,306
china,307
china,308
china,309
china,310
china,311
china,312
china,313
china,314
china,315
china,316
china,317
china,318
china,319
china,320
china,321
china,322
china,323
china,324
china,325
china,326
china,327
china,328
china,329
china,330
china,331
china,332
china,333
china,334
china,335
china,336
china,337
china,338
china,339
china,340
china,341
china,342
china,343
china,344
china,345
china,346
china,347
china,348
china,349
china,350
china,351
china,352
china,353
china,354
china,355
china,356
china,357
china,358
china,359
china,360
china,361
china,362
china,363
china,364
china,365
china,366
china,367
china,368
china,369
china,370
china,371
china,372
china,373
china,374
china,375
china,376
china,377
china,378
china,379
china,380
china,381
china,382
china,383
china,384
china,385
china,386
china,387
china,388
china,389
china,390
china,391
china,392
china,393
brazil,394
brazil,395
brazil,396
brazil,397
brazil,398
brazil,399
brazil,400
brazil,401
brazil,402
brazil,403
brazil,404
brazil,405
brazil,406
brazil,407
brazil,408
brazil,409
brazil,410
brazil,411
china,412
china,413
china,414
china,415
china,416
china,417
china,418
china,419
china,420
china,421
usa,422
china,423
china,424
china,425
china,426
china,427
china,428
china,429
china,430
china,431
china,432
china,433
china,434
china,435
china,436
china,437
china,438
china,439
china,440
china,441
china,442
china,443
china,444
china,445
china,446
china,447
china,448
china,449
china,450
china,451
china,452
china,453
china,454
china,455
china,456
china,457
china,458
china,459
china,460
china,461
usa,462
china,463
china,464
china,465
china,466
china,467
china,468
china,469
china,470
china,471
china,472
china,473
china,474
china,475
china,476
china,477
china,478
china,479
china,480
china,481
china,482
china,483
china,484
china,485
china,486
china,487
china,488
china,489
china,490
china,491
china,492
china,493
china,494
china,495
china,496
china,497
china,498
china,499
china,500
china,501
china,502
china,503
china,504
china,505
china,506
china,507
china,508
china,509
china,510
china,511
china,512
china,513
china,514
china,515
china,516
china,517
china,518
china,519
china,520
china,521
china,522
china,523
china,524
china,525
china,526
china,527
china,528
china,529
china,530
china,531
china,532
china,533
china,534
china,535
china,536
china,537
china,538
china,539
china,540
china,541
china,542
china,543
china,544
china,545
china,546
china,547
china,548
china,549
china,550
china,551
china,552
china,553
china,554
china,555
china,556
china,557
china,558
china,559
china,560
china,561
china,562
china,563
china,564
china,565
china,566
china,567
china,568
china,569
china,570
china,571
china,572
china,573
china,574
china,575
china,576
china,577
china,578
china,579
china,580
china,581
china,582
china,583
china,584
china,585
china,586
china,587
china,588
china,589
china,590
china,591
china,592
china,593
china,594
china,595
china,596
china,597
china,598
china,599
china,600
china,601
china,602
china,603
china,604
china,605
china,606
china,607
china,608
china,609
china,610
china,611
china,612
china,613
china,614
china,615
china,616
china,617
china,618
china,619
china,620
china,621
china,622
china,623
china,624
china,625
china,626
china,627
china,628
china,629
china,630
china,631
china,632
china,633
china,634
china,635
china,636
china,637
china,638
china,639
china,640
china,641
china,642
china,643
china,644
china,645
china,646
china,647
china,648
china,649
china,650
china,651
china,652
china,653
china,654
china,655
china,656
china,657
china,658
china,659
china,660
china,661
china,662
china,663
china,664
china,665
china,666
china,667
china,668
china,669
china,670
china,671
china,672
china,673
china,674
china,675
china,676
china,677
china,678
china,679
china,680
china,681
china,682
china,683
china,684
china,685
china,686
china,687
china,688
china,689
china,690
china,691
china,692
china,693
china,694
china,695
china,696
china,697
china,698
china,699
china,700
china,701
china,702
china,703
china,704
china,705
china,706
china,707
china,708
china,709
china,710
china,711
china,712
china,713
china,714
china,715
china,716
china,717
china,718
china,719
china,720
china,721
china,722
china,723
china,724
china,725
china,726
china,727
china,728
china,729
china,730
china,731
china,732
china,733
china,734
china,735
china,736
china,737
china,738
china,739
china,740
china,741
china,742
china,743
china,744
china,745
china,746
china,747
china,748
china,749
china,750
china,751
china,752
china,753
china,754
china,755
china,756
china,757
china,758
china,759
china,760
china,761
china,762
china,763
china,764
china,765
china,766
china,767
china,768
china,769
china,770
china,771
china,772
china,773
china,774
china,775
china,776
china,777
china,778
china,779
china,780
china,781
china,782
china,783
china,784
china,785
china,786
china,787
china,788
china,789
china,790
china,791
china,792
china,793
china,794
france,795
france,796
france,797
france,798
france,799
france,800
france,801
france,802
france,803
france,804
france,805
france,806
france,807
france,808
france,809
france,810
france,811
france,812
france,813
france,814
france,815
france,816
france,817
france,818
france,819
france,820
france,821
france,822
france,823
france,824
france,825
france,826
france,827
france,828
france,829
france,830
france,831
france,832
france,833
france,834
france,835
france,836
france,837
france,838
france,839
france,840
france,841
france,842
france,843
france,844
france,845
france,846
france,847
france,848
france,849
france,850
france,851
france,852
france,853
france,854
france,855
france,856
france,857
france,858
france,859
france,860
france,861
china,862
china,863
china,864
china,865
china,866
china,867
china,868
china,869
china,870
china,871
china,872
china,873
china,874
china,875
china,876
china,877
china,878
china,879
china,880
china,881
china,882
china,883
china,884
china,885
china,886
china,887
china,888
china,889
china,890
china,891
china,892
china,893
china,894
china,895
china,896
china,897
china,898
china,899
china,900
china,901
china,902
china,903
china,904
china,905
china,906
china,907
china,908
china,909
china,910
china,911
china,912
china,913
china,914
china,915
china,916
china,917
china,918
china,919
china,920
china,921
china,922
china,923
china,924
china,925
china,926
china,927
china,928
china,929
china,930
china,931
china,932
china,933
china,934
china,935
china,936
china,937
china,938
china,939
china,940
china,941
china,942
china,943
china,944
china,945
china,946
china,947
china,948
china,949
china,950
china,951
china,952
china,953
china,954
china,955
china,956
china,957
china,958
china,959
china,960
china,961
china,962
china,963
china,964
china,965
china,966
china,967
china,968
china,969
china,970
china,971
china,972
china,973
china,974
china,975
china,976
china,977
china,978
china,979
china,980
china,981
china,982
china,983
china,984
china,985
china,986
china,987
china,988
china,989
china,990
china,991
china,992
china,993
china,994
china,995
china,996
china,997
china,998
china,999
china,1000